LINE,ACCESSION,TREATMENT,DAY,PERIMETER,AREA,ROUNDNESS,COMPACTNESS, ECCENTRICITY,RMS,SOL,Fo,Fm,Fm_Lss1,Fm_Lss2,Fm_Lss3,Fm_Lss4,Ft_Lss1,Ft_Lss2,Ft_Lss3,Ft_Lss4,Fo_Lss1,Fo_Lss2,Fo_Lss3,Fo_Lss4,QY_max,FvFm_Lss1, FvFm_Lss2, FvFm_Lss3,FvFm_Lss4, QY_Lss1,QY_Lss2, QY_Lss3, QY_Lss4, NPQ_Lss1, NPQ_Lss2,  NPQ_Lss3, NPQ_Lss4,qN_Lss1, qN_Lss2,qN_Lss3,qN_Lss4,qP_Lss1,qP_Lss2,qP_Lss3,qP_Lss4,qL_Lss1,qL_Lss2,qL_Lss3,qL_Lss4,ETR1,ETR2,ETR3,ETR4
id142,Can,Control,4,219.9233572,397.248,0.103211685,0.551468628,0.215447992,0.455262248,14.11464476,37.12297821,226.7739868,122.8638,102.8965454,96.12537384,83.66860199,61.31251907,58.10126877,58.91711426,56.67480087,32.45207596,30.81163597,30.20088005,28.89918327,0.835590541,0.730078459,0.693390191,0.680072725,0.651012242,0.493616909,0.42629534,0.381959796,0.320418149,0.887249351,1.265074015,1.409653664,1.744243383,0.537871122,0.633995473,0.664812744,0.722462833,0.675367594,0.613532186,0.561532438,0.493171901,1.273478627,1.153701663,1.089148164,0.958118975,25.94025993,41.81292343,54.85607147,60.60722351
id143,C24,Control,4,223.8021797,273.3312,0.068575731,0.461428757,0.213770939,0.585203081,25.32546595,39.50571442,236.5074768,124.3953476,110.9197311,99.80056763,88.70339966,64.15306091,62.50285721,61.93836594,61.32061386,34.11828232,32.90034866,31.92226601,30.74535942,0.831102431,0.718142331,0.692713618,0.672334552,0.647808552,0.474558562,0.425215006,0.371657312,0.30390957,0.947390318,1.210960507,1.422073722,1.700188875,0.554323196,0.61710459,0.667898059,0.716681063,0.659416556,0.612401009,0.551143467,0.468088001,1.237144351,1.156373382,1.06099534,0.92211771,24.93871498,41.70695877,53.37645721,57.48461914
id144,Te,Control,4,364.3244296,595.7632,0.056403616,0.395083526,0.281242635,0.343025802,27.29498969,43.01940536,250.451004,123.3751221,114.3604431,112.3866501,99.24575806,63.28136444,62.09442902,64.82727814,63.13948059,36.48220825,35.59319687,35.43643951,34.02606964,0.827741802,0.702268779,0.684888721,0.682061017,0.654870391,0.483438998,0.450345188,0.419463307,0.361164182,1.041951299,1.220807314,1.24804318,1.543034554,0.593271375,0.633430839,0.641784489,0.698159277,0.688276827,0.6564188,0.614319563,0.550961435,1.193765283,1.144241452,1.12039125,1.015974402,25.40539551,44.17183685,60.24222565,68.31435394
id145,Nd,Control,4,269.0103872,296.5376,0.051493396,0.315480568,0.320125062,0.682041631,31.49445332,34.22618103,202.6582031,107.393898,103.2331924,100.7134018,87.89627838,53.76051331,54.50450516,56.66030121,54.45557785,29.71388626,29.346838,29.17145348,28.00354958,0.830322504,0.7213462,0.71150887,0.707232177,0.67881906,0.495966882,0.465302706,0.434138685,0.380427539,0.898912013,0.996729493,1.033978343,1.328206182,0.549141586,0.574798107,0.589436412,0.657771349,0.687036335,0.652555048,0.613079846,0.560489655,1.24409306,1.210374832,1.184391499,1.076676488,26.06375313,45.6389389,62.34986877,71.95802307
id146,Rsch,Control,4,309.7852204,517.5936,0.067776225,0.412214441,0.323710851,0.648420467,23.13999555,38.73169708,227.580246,145.4637451,128.2793427,115.1274872,98.78960419,67.11087799,63.74935532,63.11193085,60.91543961,35.19975281,34.04392624,33.03290176,31.53717995,0.829341114,0.755174518,0.73043561,0.709179342,0.676828444,0.535341263,0.497318625,0.445756227,0.378103852,0.579342306,0.800109625,1.001781821,1.338539958,0.424829155,0.512655914,0.577015579,0.656040788,0.708447337,0.679665267,0.626649678,0.557203948,1.352663994,1.272736907,1.196649551,1.071188211,28.13293266,48.77920151,64.01834869,71.51849365
id147,Ler,Control,4,137.393234,222.5536,0.148154141,0.571245524,0.337666381,0.765574126,9.875079082,41.90273285,253.0273285,122.9359436,123.8535233,113.9965057,100.702034,66.94699097,66.69972992,66.14426422,63.94836044,35.60069656,35.5634346,34.76415253,33.4470253,0.833763719,0.708063602,0.707110345,0.692409277,0.666038394,0.450228095,0.452777714,0.415701449,0.362302482,1.074822068,1.094165206,1.239117384,1.523672104,0.598864555,0.595522344,0.635755956,0.692940652,0.635103226,0.638707399,0.599682629,0.54359448,1.189361334,1.195512533,1.137647033,1.032306433,23.6601162,44.41043091,59.70196152,68.52966309
id148,Col0,Control,4,262.3974347,446.7712,0.081540968,0.409306253,0.287289051,0.766562009,20.62800825,48.71184158,294.9664001,141.249649,132.4545441,137.6756592,119.7880707,72.20445251,71.60597992,78.3364563,75.17749023,41.23273468,40.3888092,40.87795639,39.15336609,0.834232748,0.707008719,0.692823052,0.700708807,0.671494901,0.486064643,0.455461651,0.428911537,0.372388273,1.090527415,1.24046874,1.156711578,1.471668005,0.603593767,0.635774076,0.617967367,0.682733655,0.68726927,0.656977475,0.612182558,0.555306375,1.205828428,1.166892409,1.169214845,1.057733893,25.54337692,44.67368317,61.59915924,70.43739319
id149,Cvi,Control,4,138.023814,126.1952,0.083242411,0.326392108,0.376865672,0.844729746,23.45065422,39.56180954,233.8551025,120.7180328,111.0206604,113.4008942,101.1119461,62.87989807,61.58190918,64.85276031,61.75326538,33.94708633,32.97035599,33.20837784,32.10896683,0.830064237,0.713496208,0.693104923,0.69773078,0.674923241,0.47244662,0.433756053,0.419528633,0.38574335,0.978736937,1.198425651,1.146940708,1.382626534,0.562989175,0.608947754,0.599143982,0.655316949,0.661298871,0.623654068,0.600747466,0.572616935,1.226743937,1.164906025,1.169054747,1.082957983,24.82773018,42.54470062,60.2516098,72.96350861
id150,Col0,Control,4,368.1389287,569.92,0.052844558,0.440994404,0.370228426,0.502199734,28.8198091,40.05916214,240.8175812,121.064827,116.8869553,116.3534622,102.2325745,60.93940735,61.59928513,65.51392365,63.72006226,34.33363724,33.91402817,33.89661407,32.56627655,0.833223224,0.714871645,0.705833733,0.705937266,0.677857757,0.492348045,0.466892958,0.434546083,0.375723422,0.997549534,1.092517376,1.09030509,1.391637087,0.578101873,0.598405242,0.599279284,0.663410008,0.688325047,0.660750449,0.615519166,0.55498755,1.225438952,1.201166153,1.187289476,1.076684475,25.87357712,45.79491806,62.4083786,71.0682373
id151,Co,Salt,4,203.9261164,238.72,0.072136152,0.451082356,0.196944249,0.470497602,22.69168901,36.82487488,224.8530731,109.6318359,85.64523315,76.9801178,70.88226318,61.16598892,56.11776733,55.20888138,54.26243591,31.27528763,28.89116478,27.84132767,27.05115318,0.834308743,0.710035801,0.656049073,0.632075548,0.614193082,0.438645124,0.342847854,0.282999456,0.236966357,1.082236648,1.692064524,1.986486316,2.214183569,0.588919461,0.704221129,0.745611072,0.77414453,0.617136896,0.523294508,0.449350983,0.388109684,1.201487184,0.999160528,0.869662166,0.755031168,23.05141449,33.62802887,40.64364624,44.82228088
id152,Cvi,Salt,4,114.0587349,125.0304,0.120772591,0.422034997,0.234478719,0.585776463,13.52354627,38.28826904,214.2523346,111.8504028,93.29391479,78.65207672,71.0080719,59.72346497,57.72513962,55.80111694,54.83240128,32.80448532,30.93106651,29.18226433,28.04904366,0.81926167,0.70419246,0.664941132,0.626789093,0.601677597,0.462938756,0.379517496,0.292883545,0.229752913,0.928753674,1.328697801,1.751860023,2.063306093,0.557072163,0.651027441,0.726128936,0.765233338,0.656212389,0.568893969,0.466255039,0.380499691,1.197996974,1.061594486,0.885676742,0.735969007,24.32807922,37.2247467,42.0631752,43.45785522
id153,Rsch,Salt,4,172.4618281,209.5104,0.088517569,0.390942964,0.252659283,0.639051229,19.45271261,46.12932587,280.6636047,162.9501801,119.2924652,106.4380341,95.45980072,80.60192108,69.23197174,67.23846436,65.51274109,41.15357971,37.61268616,36.16407776,34.79370499,0.834805131,0.745591402,0.682810664,0.656680465,0.631958306,0.501754344,0.41501689,0.362102211,0.307144314,0.729962885,1.363353133,1.665963411,1.971929908,0.488539785,0.658608496,0.707673728,0.748893857,0.672690094,0.607093692,0.549631894,0.483175635,1.320862889,1.118185282,1.017903924,0.902037799,26.36789131,40.70668411,52.00417709,58.09646988
id154,Nd,Salt,4,172.0963448,162.4576,0.068929734,0.402690526,0.241007969,0.562056126,28.32902616,38.24705887,229.1334381,121.5081711,101.2024307,97.40577698,85.6786499,63.54967499,58.02908325,58.63267899,56.24869156,33.20822906,31.49761009,31.09238052,29.81716537,0.831345499,0.723691165,0.686155677,0.676403522,0.648609519,0.472710222,0.423444241,0.393875539,0.340463191,0.891753316,1.272185206,1.376094937,1.690816522,0.544385791,0.643143237,0.664290071,0.718609035,0.652585208,0.616279423,0.581142306,0.523539782,1.252647042,1.135126829,1.088796854,0.97775346,24.84158325,41.53327179,56.567379,64.39875031
id155,Te,Salt,4,242.1919513,321.5104,0.068878785,0.476116461,0.309233024,0.794913699,22.11394219,36.4210968,220.7586212,103.5309906,78.36950684,73.40432739,67.24971771,56.90689468,49.31074905,48.60770798,47.42393494,30.6435585,27.97110748,27.31678581,26.41512871,0.834553003,0.704128325,0.643324852,0.627848685,0.606940269,0.448298454,0.370092541,0.335847378,0.293676227,1.127076507,1.811258435,2.002806902,2.280026197,0.61123234,0.733898163,0.758624315,0.787662446,0.636709094,0.574957192,0.534344018,0.483420908,1.188017964,1.012381792,0.948904395,0.862453461,23.55871201,36.30030823,48.23352814,55.5489769
id156,Ler,Salt,4,126.5520565,235.4432,0.18473858,0.582365047,0.314567572,0.771528691,9.27084919,34.1530304,207.3341675,107.0486832,99.37345886,88.83852386,78.88314056,56.51186752,53.36893845,51.89015198,50.08005142,29.5386734,28.89891815,27.93853569,26.8887291,0.834214211,0.722074091,0.706715941,0.683213115,0.657882333,0.469401866,0.459008574,0.411606997,0.361295611,0.945557833,1.102239609,1.34944284,1.637700438,0.563591719,0.603261948,0.659181058,0.709436238,0.650030851,0.649072945,0.601379097,0.548100531,1.244178891,1.200628996,1.11586833,1.016759992,24.66772461,45.02158356,59.11392212,68.33921051
id157,C24,Salt,4,240.8531464,326.0416,0.070628215,0.521432958,0.241361765,0.54992217,22.72644472,35.92885208,226.8439789,112.6220932,91.23726654,80.84793854,72.92566681,60.77648163,55.72332001,54.20474243,52.54743195,30.75725174,28.77246475,27.68443871,26.78702927,0.840788782,0.721944094,0.676010549,0.650632083,0.629772544,0.454418391,0.381722152,0.325659901,0.280014753,1.054596424,1.575580835,1.879748821,2.137650251,0.575823665,0.678218722,0.727478504,0.764356017,0.627837181,0.562849164,0.499761969,0.445183545,1.238338232,1.083856225,0.967186868,0.862154603,23.8803215,37.44099045,46.7704277,52.96490479
id158,Col0,Salt,4,143.8453782,177.5104,0.107805729,0.45537532,0.239338941,0.694055696,11.55018748,39.79384613,239.8412018,121.3106003,99.76940155,89.53384399,79.91162109,65.60461426,61.2224617,59.97476959,58.38000107,34.14952469,32.12320328,30.96636391,29.71789169,0.833040237,0.716528833,0.674168646,0.649517715,0.62349385,0.457861871,0.384025633,0.328749329,0.269439459,0.985014915,1.434179306,1.723374009,2.049661875,0.570023477,0.669274509,0.715411484,0.756987691,0.638554811,0.568690538,0.505485535,0.431664586,1.219652891,1.077596307,0.970255435,0.837441981,24.0612812,37.66692352,47.21412277,50.96458435
id159,Can,Salt,4,110.1959932,107.5456,0.111293783,0.503777431,0.291062301,0.718417328,12.81218757,32.19091034,205.4065704,117.4907379,91.87654114,88.96071625,80.29965973,58.62979889,52.64191818,53.08636475,51.93989944,28.72100067,26.81301308,26.50221443,25.71385765,0.842700541,0.754464805,0.705621243,0.6977548,0.676972628,0.498086572,0.423464835,0.400328636,0.352005631,0.749685407,1.251206756,1.342243791,1.574601889,0.488922894,0.627617776,0.643131614,0.690363705,0.660024107,0.599545538,0.573012829,0.518850148,1.357976437,1.183230162,1.148932219,1.045430779,26.1751461,41.53529358,57.49415588,66.58200836
id160,Col0,Salt,4,239.7445172,279.616,0.061132832,0.368760445,0.333108051,0.598932965,28.20096132,36.6204071,229.1228333,113.9003525,97.26177979,98.30977631,89.33560181,60.19410324,54.94671249,57.98866272,56.60816193,31.46952438,30.01211739,30.08998489,29.22489357,0.839298069,0.722807705,0.689492524,0.690113544,0.67065084,0.469249278,0.432075262,0.406065583,0.364403486,1.010090232,1.364021897,1.357328653,1.575859308,0.577677071,0.658147693,0.656346202,0.697393358,0.648975015,0.626230955,0.588320315,0.543567359,1.243240952,1.147100091,1.129995227,1.045173645,24.65970612,42.37984467,58.3180809,68.92707062
id1,Col0,Control,5,342.8001237,512.7296,0.054829756,0.415227532,0.19661394,0.436482637,32.75831939,39.87262344,221.2784119,105.7990723,85.90818024,86.7586441,88.98839569,56.22478485,52.95878983,54.65605164,56.90590668,33.12590027,30.87742805,30.90522194,31.21441078,0.81686151,0.682048261,0.636104763,0.637193978,0.644026875,0.463202745,0.377925932,0.362956673,0.355606049,1.105440259,1.598088622,1.586330533,1.502440333,0.614327013,0.709450662,0.706215978,0.696339786,0.678092062,0.591489196,0.565398633,0.54828155,1.15638268,1.017074585,1.002121687,1.002011418,24.34195137,37.06864166,52.12689209,67.26303101
id2,Rsch,Control,5,317.4868196,590.1824,0.073577447,0.420543785,0.367688573,0.530159365,24.72564414,41.3538475,238.3553925,146.1057129,125.764328,124.5785599,112.8215179,66.32228851,63.97748947,67.25543213,66.25961304,37.16933823,35.63129807,35.56644058,34.62263489,0.825580001,0.741829157,0.711556613,0.710176826,0.691674113,0.541897416,0.485488266,0.455797911,0.410571307,0.651217282,0.927218795,0.938285947,1.117033362,0.460898697,0.55653733,0.562524617,0.614806235,0.73017472,0.681562424,0.641469836,0.593284607,1.301288724,1.221700072,1.209055662,1.132421613,28.47746658,47.61882782,65.46051025,77.659729
id3,Ler,Control,5,192.4771006,364.8128,0.123743329,0.529472961,0.336246489,0.702125002,10.94873864,41.42632294,240.7407684,108.7331009,101.7073288,108.7261429,102.2854462,58.32439804,58.05007935,61.68587494,62.3685379,34.22325897,33.43844986,34.19915771,33.57130051,0.82721442,0.684017599,0.668746173,0.683752298,0.671785414,0.458972633,0.423423231,0.429654151,0.390534103,1.219957352,1.385909081,1.222901464,1.345144391,0.636904597,0.667561591,0.636814415,0.664985716,0.670138955,0.63177067,0.627677083,0.580982924,1.141875744,1.095256567,1.131824374,1.076835036,24.1196537,41.53121185,61.70581055,73.86968994
id4,Col0,Control,5,369.396187,742.9504,0.068420283,0.441086396,0.189150337,0.561233125,27.17102838,44.05261612,259.9027405,125.1489639,105.7947159,110.7088165,107.4788132,64.49919891,61.42461777,64.84143066,66.12026978,37.20712662,35.24474716,35.75087357,35.46331406,0.829939425,0.700958669,0.664674222,0.673418701,0.668616056,0.481659383,0.415568441,0.409950405,0.384053171,1.087702036,1.471779346,1.376791716,1.428169608,0.605201781,0.684912026,0.666676521,0.677944362,0.686790884,0.624403596,0.608293474,0.574477971,1.190666795,1.087798357,1.100736976,1.066747069,25.31187439,40.76078033,58.87601089,72.64381409
id5,Can,Control,5,221.0574872,373.3632,0.096013194,0.603550663,0.330525273,0.777429772,17.97415064,36.22921753,217.2501526,121.5255051,98.11893463,95.11420441,82.85642242,56.2879982,53.41408539,55.16330338,53.19756699,31.94786263,30.03815269,29.72410774,28.44215775,0.832735479,0.735478818,0.692335904,0.68545109,0.656089187,0.534503341,0.452588588,0.417250156,0.356431007,0.794609368,1.221840501,1.294789553,1.621821761,0.514018476,0.631894886,0.646749496,0.707401454,0.72652477,0.652993977,0.607938349,0.542486727,1.282145143,1.161851645,1.128330231,1.013629317,28.0888958,44.39188004,59.92438126,67.41906738
id6,C24,Control,5,295.247628,505.856,0.072922901,0.499911453,0.204938346,0.541512849,23.46968623,37.63603973,224.9620209,108.7482834,88.53179169,84.24430847,79.7752533,54.84181595,52.61045456,52.97881699,53.30426407,31.82446098,29.69981003,29.18140221,28.67282486,0.832030475,0.704798698,0.659650087,0.6482687,0.636629522,0.492022276,0.399674445,0.36492306,0.328396559,1.085203767,1.585864425,1.720786452,1.855268121,0.598369658,0.692053795,0.712866783,0.735124469,0.697435141,0.603555322,0.560557663,0.514700413,1.202415705,1.066611767,1.015802383,0.953690469,25.85645866,39.201828,52.40930176,62.11634445
id7,Te,Control,5,380.102057,705.1648,0.061333825,0.404694042,0.229661238,0.4599143,26.85012071,46.02231598,261.8299255,118.716629,97.28635406,98.93055725,96.91419983,63.23942947,59.98607254,61.31401062,62.28808594,37.82378387,35.29393387,35.45069504,35.30170059,0.82399255,0.678754091,0.634153068,0.637021303,0.633460283,0.463190049,0.377764374,0.373149216,0.353428066,1.224866867,1.716780305,1.686279416,1.720124602,0.637100518,0.724039435,0.717780769,0.727111995,0.681086898,0.592933118,0.583059132,0.556897402,1.13975215,1.007451177,1.009077787,0.981996596,24.34128571,37.0527916,53.59072113,66.85106659
id8,Nd,Control,5,221.2649214,258.688,0.066398919,0.408918924,0.225581822,0.675350798,25.03800099,43.46854401,257.9924316,140.5804596,118.8332062,118.1777496,104.8112946,67.23521423,65.28145599,67.20938873,65.01831055,37.99607086,36.13019943,36.06648254,34.80905914,0.830352426,0.725873828,0.690877795,0.6891734,0.665541589,0.517165422,0.444421679,0.424499542,0.377091855,0.855422318,1.205349922,1.221546769,1.469843268,0.534023762,0.625710368,0.630508721,0.685331047,0.711737275,0.641626537,0.614304066,0.565617919,1.25707984,1.154984474,1.140608668,1.051098585,27.1777668,43.59083176,60.96551895,71.32707214
id9,Cvi,Control,5,127.7704923,130.2656,0.100271722,0.429644953,0.360159363,0.744394822,15.18797288,42.41485214,256.0591431,129.1380615,103.7571487,105.1556625,97.37155914,63.34801865,58.77178192,60.91188049,61.13960266,36.36048508,33.9801445,34.11095428,33.30672836,0.833667815,0.714639604,0.669439793,0.672357619,0.657667756,0.502114534,0.427515775,0.416858315,0.371357292,1.009127617,1.491469741,1.460865736,1.623876333,0.577949166,0.682067633,0.675475895,0.705868661,0.701874197,0.637350857,0.619213045,0.564399123,1.226021528,1.104245305,1.105691671,1.037912965,26.38681984,41.93262863,59.86810684,70.24238586
id10,Co,Control,5,300.3166263,513.7152,0.071577006,0.535219908,0.267055194,0.535061443,32.37334928,40.34445953,247.9566803,117.6631775,94.77903748,89.96076202,84.69856262,60.95967865,57.58571243,57.26288223,57.39519501,34.06785965,31.80259705,31.24219322,30.58928871,0.836761534,0.707244158,0.661042571,0.648946047,0.635087252,0.477362275,0.388076067,0.359461874,0.318572849,1.134875536,1.649738193,1.792285204,1.963034153,0.607043266,0.705366254,0.727783918,0.75077945,0.674242437,0.585773289,0.552859068,0.500819981,1.207031965,1.057244539,1.008241892,0.933496892,25.08605576,38.06420898,51.62497711,60.25818634
id11,Can,Salt,5,176.2308439,197.4912,0.079908646,0.54950495,0.246035679,0.415177391,16.06118349,38.04206848,228.8113098,128.9136047,100.805748,93.31819916,82.24636078,62.22275925,57.10586166,57.32310486,55.14586258,33.61058426,31.38031769,30.55077553,29.25037384,0.832930803,0.736893654,0.688058555,0.671017349,0.642906666,0.513013303,0.431990236,0.3823511,0.326127172,0.786518395,1.271820664,1.453473568,1.781324267,0.510567069,0.646111965,0.681606948,0.73255074,0.695434213,0.627270103,0.567818642,0.504645228,1.289779902,1.138582826,1.062747478,0.947022974,26.95956802,42.37150192,54.91226959,61.68708801
id12,Te,Salt,5,306.0860463,405.2224,0.05435209,0.471768125,0.309292803,0.563316007,28.27474888,46.90476227,277.8023376,131.6180573,103.5392685,102.0448914,98.615242,68.19404602,62.53749847,62.99375153,63.13169479,39.41038513,36.41021729,36.21049118,35.82465363,0.830427766,0.700210989,0.647953808,0.644203901,0.636224389,0.480157971,0.394466549,0.380469799,0.357726455,1.107826471,1.68105495,1.726734519,1.81431067,0.60538888,0.714471698,0.72075218,0.736448765,0.684789121,0.607278049,0.589251816,0.561776936,1.18548584,1.040395379,1.023902297,0.988942981,25.2329731,38.69101334,54.64208221,67.66410065
id13,Cvi,Salt,5,108.127364,80.0896,0.086082477,0.380665572,0.485740018,0.882951729,19.65926163,43.20000076,180.1558075,108.2356339,93.45465851,81.36462402,74.31034851,60.73333359,62.38390732,60.604599,59.90114975,37.18037415,35.25315094,33.40474701,32.17256165,0.760068595,0.655797422,0.622556388,0.589575827,0.566928983,0.437540531,0.334831268,0.257442057,0.19494693,0.684165299,0.947595656,1.243911028,1.467166305,0.4978365,0.593417227,0.668034375,0.711692691,0.667384028,0.536248446,0.434699208,0.341709465,1.094613314,0.947855771,0.786630869,0.631888866,22.99336624,32.8417244,36.97315598,36.87429047
id14,Nd,Salt,5,290.826433,340.5312,0.050594,0.411737394,0.253824757,0.473048003,33.8476169,41.35559845,247.0874481,127.8013306,102.9716644,92.8275528,82.50189209,64.54319763,60.0821991,58.28139877,55.75360107,35.63435364,33.39582825,32.31860733,30.98813057,0.831492186,0.717870653,0.673346817,0.650726259,0.623633146,0.489539444,0.412005752,0.370265573,0.323439807,0.950849771,1.414248705,1.665293574,1.995481014,0.559295893,0.66842258,0.71495688,0.759266615,0.680164635,0.60963124,0.568057895,0.518403292,1.227734089,1.088813066,1.017297387,0.925187469,25.72598267,40.41133881,53.17657852,61.17877197
id15,Col0,Salt,5,206.4406331,326.6816,0.096326144,0.459706762,0.335952081,0.742076973,18.05501136,37.90887833,206.6225281,119.8158112,90.05828094,76.28166962,69.18795776,59.90560913,54.16799164,52.51331711,52.14182281,33.3952179,30.47928047,28.692173,27.61994362,0.815842748,0.720584631,0.6577003,0.618830919,0.595416784,0.498619556,0.394882709,0.309808731,0.245342255,0.7262007,1.357084513,1.799379349,2.087657452,0.494281799,0.650972784,0.72359097,0.760454535,0.691035688,0.598970532,0.499935389,0.411797136,1.238372564,1.058720469,0.903890252,0.764844656,26.20315552,38.73183441,44.49392319,46.40658569
id16,Rsch,Salt,5,287.160563,413.9776,0.063086599,0.401330239,0.347905338,0.72304885,25.80644363,37.19447327,224.1751099,142.5749359,106.4508743,95.1170578,83.07532501,62.56183243,55.85872269,55.25388718,53.00880814,33.90854645,31.26741982,30.16325951,28.87475395,0.83343631,0.760529935,0.702005148,0.676910639,0.64800036,0.558216751,0.468427807,0.409545273,0.353216648,0.579196513,1.141816616,1.414564133,1.744177938,0.42630434,0.606017113,0.662221909,0.719918549,0.733570039,0.665975153,0.602609396,0.542287469,1.355664015,1.189225435,1.099537253,0.989240468,29.33506966,45.94546127,58.81782532,66.8110733
id17,C24,Salt,5,309.3381904,534.4128,0.070181013,0.551335719,0.13137823,0.486496589,25.87842207,41.34679031,245.0551147,115.7347717,92.56788635,86.17743683,80.75415802,63.43836975,58.44625473,57.888237,57.2739296,34.74214172,32.3506546,31.54587936,30.79799843,0.827498019,0.697876394,0.649474502,0.633324862,0.61839366,0.449955642,0.367165953,0.328008473,0.291334182,1.119299412,1.665534854,1.861636758,2.046725512,0.606544018,0.707245111,0.735038936,0.759176195,0.644293308,0.564006269,0.516687512,0.469890386,1.171830654,1.011987925,0.94171232,0.866573751,23.64579964,36.01325226,47.10772324,55.10597992
id18,Co,Salt,5,261.6797897,375.68,0.068942587,0.555734384,0.237138999,0.232938187,23.24061329,40.6463089,249.341156,113.3557968,91.15557098,83.46979523,77.27433014,62.0802002,58.35805511,57.33322144,56.00268555,33.93045807,31.61283684,30.63397026,29.78533554,0.835635722,0.699122488,0.650887609,0.630609453,0.613106251,0.449800193,0.35749653,0.311370611,0.27582407,1.213187337,1.771627665,2.025051832,2.252944946,0.624902427,0.720983446,0.754134059,0.780260265,0.642473936,0.548271656,0.493427634,0.450392514,1.171603799,1.002017021,0.913436413,0.834864974,23.63763046,35.06483459,44.71823502,52.1722374
id19,Ler,Salt,5,191.0190689,410.7392,0.14145639,0.516606295,0.234659781,0.598241004,12.56511577,45.15917587,272.6581116,129.4858856,122.9990234,122.6210632,108.3545456,65.73891449,64.75682831,67.43920898,65.19148254,38.13579941,37.51084518,37.49767303,36.04591751,0.833313465,0.704970658,0.693633676,0.692586362,0.666091144,0.490802526,0.469538152,0.446237981,0.394862264,1.099660635,1.218870401,1.225080609,1.514114499,0.605734468,0.631451786,0.635832727,0.691838443,0.695740461,0.675707579,0.643419921,0.591941416,1.195450544,1.164999366,1.155837417,1.068418384,25.79236031,46.05436707,64.08753967,74.68836212
id20,Col0,Salt,5,255.1527597,305.4848,0.058965628,0.380765488,0.277860668,0.775835841,25.99924579,36.97871399,218.2904358,116.9132309,91.46259308,90.2583847,81.73776245,58.11980057,52.84405899,54.04826736,53.07500076,32.18484116,29.87401009,29.75945854,28.78307343,0.828850985,0.723671615,0.672278285,0.668542147,0.645506084,0.500623524,0.421622068,0.400815547,0.351104558,0.864005744,1.396881938,1.437107563,1.701178193,0.53555727,0.661888182,0.670414567,0.714444041,0.6903494,0.625597596,0.598879933,0.543622315,1.246061683,1.095821023,1.075976133,0.984767079,26.30846596,41.35454941,57.5640831,66.41157532
id21,Te,Control,5,409.765572,700.8384,0.052451368,0.419126428,0.293050593,0.25188835,29.58741987,38.04494858,222.7745056,99.4643631,79.60769653,81.86579132,82.65179443,53.28569031,49.90395737,51.15261078,53.46641541,31.34443474,29.03136444,29.30654716,29.4303627,0.828697443,0.683655083,0.633735538,0.639184952,0.641719699,0.461908251,0.368977398,0.370321155,0.349902332,1.246060967,1.81035924,1.747730851,1.713797569,0.642097652,0.73658222,0.726867855,0.723833442,0.675401568,0.581000865,0.578121901,0.544842601,1.148867488,0.997975588,1.007454157,0.987253785,24.27392578,36.1909256,53.18456268,66.18416595
id22,Col0,Control,5,302.8189638,472.5376,0.064756012,0.402980024,0.350993747,0.627828406,21.43408186,41.00804138,244.8451233,110.0695877,91.78314972,95.02463531,95.94528198,59.48668289,56.67311478,58.75100327,61.3561554,33.95062637,31.90544128,32.27857971,32.45578766,0.831933498,0.689430892,0.648881435,0.656182289,0.659779847,0.455410808,0.377721667,0.377376437,0.360101193,1.238129377,1.695524931,1.610012174,1.563172698,0.637602746,0.716240525,0.703249812,0.698997021,0.660053372,0.580678225,0.574207902,0.545942783,1.158393741,1.029551864,1.0426296,1.027659535,23.93247414,37.04860306,54.19781876,68.11328125
id23,Nd,Control,5,259.7264855,309.0816,0.0575772,0.35806222,0.233087834,0.529180158,28.92955647,38.46754456,228.41745,110.0971985,94.81291962,92.80001831,89.09655762,57.37018204,55.43426514,56.77561951,57.97182846,32.46834564,30.94974899,30.71795082,30.34026718,0.830267847,0.700791538,0.668065429,0.663097262,0.655398726,0.472978443,0.408120215,0.382250279,0.34634757,1.097982764,1.450041652,1.50490284,1.591257811,0.603952706,0.675966203,0.686152577,0.702317953,0.674298823,0.609607339,0.575089216,0.527402163,1.189714909,1.087476611,1.056726933,0.995794833,24.85567856,40.03022766,54.897789,65.51177979
id24,Cvi,Control,5,176.7865381,174.6432,0.070220378,0.37076087,0.328010688,0.711358648,23.57094694,36.23509979,220.3986359,104.5263062,88.49742126,87.07653046,84.10044098,53.00496674,49.3920517,51.52582932,52.17980194,30.49023247,28.83670044,28.69225121,28.4222641,0.834919453,0.704788923,0.66706264,0.663580775,0.656516671,0.487778008,0.434621692,0.40272367,0.375905067,1.135752559,1.566783786,1.602678776,1.68540442,0.604280174,0.681869686,0.690368235,0.705213487,0.690965116,0.649777174,0.605839074,0.573189616,1.202861547,1.111150384,1.083134294,1.046430588,25.63341713,42.62960815,57.83812714,71.10259247
