LINE,ACCESSION,TREATMENT,DAY,PERIMETER,AREA,ROUNDNESS,COMPACTNESS, ECCENTRICITY,RMS,SOL
LN15,Te,Salt,1,210.5751322,234.816,0.066546219,0.340757114,0.196348004,0.622408791,20.53485963
LN12,Ler,Salt,1,87.57247822,105.8304,0.173414346,0.599782372,0.188872856,0.584517403,6.426947267
LN8,Can,Salt,1,92.42738155,94.0032,0.138277399,0.497932063,0.215273602,0.612160856,8.531862745
LN16,Col0,Salt,1,238.5770831,288.8704,0.063775733,0.310618677,0.372111021,0.780372554,25.9376994
LN17,C24,Salt,1,192.3378914,233.0368,0.079159797,0.402948077,0.18463094,0.498061525,19.01087554
LN12,Ler,Control,1,140.3253782,215.6288,0.13760816,0.598543258,0.24981151,0.312002825,8.719102458
LN11,Cvi,Control,1,121.9006857,62.0928,0.052509612,0.202648509,0.504987924,0.590096751,37.85157699
LN8,Can,Control,1,146.7642006,154.5856,0.090185898,0.475865873,0.17427243,0.615880885,11.98327399
LN9,Co,Control,1,199.4755189,268.9664,0.084943214,0.505898498,0.429007454,0.749903858,19.87807548
LN14,Rsch,Control,1,161.4747806,181.056,0.087259632,0.378340065,0.250392939,0.599337155,15.58487098
LN10,Col0,Control,1,153.9983131,164.096,0.08695127,0.407423886,0.181970533,0.630396125,14.04056162
LN13,Nd,Control,1,158.8210548,132.48,0.066000015,0.342013086,0.220726172,0.660018282,18.93120773
LN15,Te,Control,1,221.0386472,298.176,0.076691304,0.422792116,0.322463613,0.735766025,17.23150891
LN16,Col0,Control,1,267.9688405,345.664,0.060491649,0.375564982,0.294145262,0.632938335,30.42999445
LN17,C24,Control,1,179.5151498,184.832,0.072075027,0.429838662,0.314042077,0.765927634,19.7900277
LN8,Can,Salt,1,123.546169,113.0368,0.093061737,0.469984034,0.464276298,0.835939666,11.06126147
LN15,Te,Salt,1,238.5904047,298.4704,0.065887827,0.35274185,0.274928118,0.749480232,21.10095205
LN12,Ler,Salt,1,119.8093148,142.2336,0.124517645,0.543480387,0.32133995,0.72075086,13.21832253
LN14,Rsch,Salt,1,145.4292973,122.6624,0.072881535,0.338969262,0.490689839,0.898495118,23.28206198
LN11,Cvi,Salt,1,83.82620405,63.3984,0.11337794,0.394944582,0.416054159,0.796732421,10.86048859
LN13,Nd,Salt,1,102.3313007,88.7936,0.106555173,0.354199643,0.38089406,0.839793176,10.85080006
LN10,Col0,Salt,1,146.1242006,138.8416,0.081711875,0.415577947,0.323910695,0.80578806,15.93730986
LN9,Co,Salt,1,174.6375048,181.0688,0.074606807,0.407983157,0.195729768,0.617358109,18.01908667
LN16,Col0,Salt,1,180.2649564,165.8624,0.064140921,0.344838598,0.389555669,0.798999574,22.52261151
LN17,C24,Salt,1,201.4504222,229.4144,0.071038564,0.414136513,0.265347485,0.565361858,19.40400603
LN13,Nd,Control,1,114.5983482,109.0816,0.104376961,0.488478734,0.467325007,0.815254012,14.78549636
LN14,Rsch,Control,1,201.0688581,209.9712,0.065264944,0.344014764,0.251408284,0.647860523,19.50743721
LN10,Col0,Control,1,175.8814415,176.8192,0.071828906,0.352622846,0.347245103,0.865511597,18.97263646
LN12,Ler,Control,1,151.9457648,240,0.130630295,0.53620453,0.287480274,0.738823713,10.05322667
LN16,Col0,Control,1,148.7779265,153.4976,0.08714339,0.39774461,0.355174573,0.704346872,16.97148099
LN8,Can,Control,1,62.39838326,65.6128,0.211763819,0.551064287,0.265186631,0.788798065,8.203277409
LN15,Te,Control,1,257.1798072,348.9664,0.066300949,0.415892484,0.304244853,0.733765311,23.17015736
LN11,Cvi,Control,1,104.132074,67.9552,0.07875235,0.385632309,0.381101813,0.863526142,18.90224148
LN17,C24,Control,1,204.7374872,286.2464,0.08581341,0.433887585,0.27374276,0.681420036,17.00093905
LN9,Co,Control,1,212.8833572,214.1312,0.059375379,0.415885643,0.255976152,0.561475533,23.56817503
LN17,C24,Salt,1,204.9798422,242.9312,0.072655894,0.41356693,0.364497924,0.762543141,20.86780125
LN16,Col0,Salt,1,186.800264,142.6304,0.051364965,0.320754174,0.620068415,0.917555195,40.8380149
LN11,Cvi,Salt,1,127.715589,113.6,0.087518602,0.417175895,0.374958264,0.849249855,17.41611268
LN15,Te,Salt,1,198.1661164,276.48,0.088473822,0.361675764,0.402593537,0.827180282,13.79592593
LN14,Rsch,Salt,1,144.3339898,141.5936,0.085411481,0.358097828,0.312055676,0.600650155,17.3747966
LN9,Co,Salt,1,153.4814415,103.8848,0.055417909,0.374250669,0.325719211,0.741282281,37.09807787
LN12,Ler,Salt,1,117.077944,150.8736,0.138316166,0.559952494,0.140924464,0.552344106,8.975990498
LN13,Nd,Salt,1,183.5198598,175.9232,0.065639739,0.315084823,0.252722968,0.741508828,19.81388242
LN10,Col0,Salt,1,171.2367315,179.0208,0.076721926,0.381599411,0.328514107,0.765382123,18.73931074
LN8,Can,Salt,1,136.026169,116.3648,0.079029013,0.517092316,0.406625259,0.807767541,22.10735893
LN9,Co,Control,1,159.2575223,167.9232,0.083199488,0.48650152,0.293269641,0.732150294,21.78275783
LN8,Can,Control,1,168.8414415,211.456,0.093211989,0.516944644,0.258284739,0.658875122,15.08583535
LN17,C24,Control,1,166.3751673,178.5216,0.081044514,0.426918485,0.323687031,0.678407366,18.17394422
LN15,Te,Control,1,248.400598,331.7248,0.067558894,0.345832555,0.265195725,0.557105481,22.92213305
LN13,Nd,Control,1,207.3135681,178.176,0.052095909,0.305169466,0.285328166,0.695850329,27.43807471
LN14,Rsch,Control,1,220.8417755,268.0192,0.069057891,0.412623655,0.381045689,0.861676306,20.03572281
LN12,Ler,Control,1,100.1207032,132.48,0.166078113,0.602900915,0.277394947,0.778833343,5.519033816
LN10,Col0,Control,1,196.9892623,225.472,0.073015888,0.362120714,0.325824339,0.830991071,20.0283849
LN11,Cvi,Control,1,119.4183307,96.8576,0.085349617,0.313918274,0.265669381,0.640201608,18.0047575
LN16,Col0,Control,1,256.1970655,300.5568,0.05754242,0.380912984,0.269119144,0.629326628,26.7109578
LN9,Co,Salt,1,164.3547806,161.5232,0.07514154,0.384913372,0.223239102,0.617845126,21.11498534
LN11,Cvi,Salt,1,99.04423571,85.824,0.109941132,0.370114816,0.270209015,0.609938841,13.53288591
LN14,Rsch,Salt,1,130.2595082,160.4864,0.118858222,0.510546461,0.296049545,0.715852733,16.74525443
LN13,Nd,Salt,1,135.4316523,119.104,0.081601071,0.372423454,0.229343972,0.321217921,15.43772166
LN15,Te,Salt,1,165.1406506,210.3168,0.096911619,0.508447828,0.537127542,0.904539373,17.20844745
LN12,Ler,Salt,1,107.1834449,169.7792,0.185711554,0.533204695,0.403685092,0.737253074,7.231755127
LN17,C24,Salt,1,185.9218106,181.6192,0.066025385,0.375171867,0.319454725,0.60912199,21.11057862
LN10,Col0,Salt,1,116.2210899,105.984,0.098600765,0.408243763,0.338206288,0.711849451,13.797343
LN8,Can,Salt,1,89.86738155,73.9072,0.114998569,0.49952418,0.246462264,0.614154554,10.36681676
LN16,Col0,Salt,1,183.6135856,195.2896,0.07279128,0.324886608,0.278213206,0.698421101,21.9284263
LN16,Col0,Control,2,249.7715647,285.5168,0.057511612,0.349590948,0.245279632,0.598264921,29.02905048
LN14,Rsch,Control,2,237.0907914,263.9104,0.05899796,0.334675194,0.281055248,0.669669633,25.62770395
LN12,Ler,Control,2,144.579104,240.064,0.144319775,0.545774648,0.25942365,0.740730431,8.845001333
LN10,Col0,Control,2,229.7978739,409.408,0.097425844,0.397477321,0.299466376,0.603840922,20.60190714
LN8,Can,Control,2,147.1845873,196.6208,0.114055085,0.486307658,0.196099067,0.622957586,11.33064254
LN17,C24,Control,2,206.8743414,277.5552,0.081497817,0.455163728,0.299138568,0.683749684,19.43193138
LN15,Te,Control,2,270.9625488,377.2544,0.064569235,0.384714789,0.284860866,0.593659172,21.97000645
LN13,Nd,Control,2,140.583814,124.5056,0.079164069,0.400156327,0.350169328,0.833724194,19.75943251
LN11,Cvi,Control,2,75.09523741,69.5936,0.155079495,0.463275392,0.280935808,0.49632103,9.535037705
LN9,Co,Control,2,276.7719338,334.7584,0.054915792,0.434334208,0.203842129,0.507798309,31.91343249
LN8,Can,Salt,2,130.3920565,126.1568,0.093243434,0.49785321,0.269129889,0.60871696,15.23457792
LN15,Te,Salt,2,218.9112131,280.96,0.073674694,0.441454487,0.212445758,0.479814137,23.42132118
LN11,Cvi,Salt,2,106.6759932,81.4336,0.08992493,0.374852699,0.198275862,0.647955098,18.25872367
LN13,Nd,Salt,2,193.2845698,204.1088,0.068655799,0.379612436,0.273731793,0.622537483,25.51122539
LN10,Col0,Salt,2,170.8645873,231.7952,0.099772345,0.40262801,0.360672413,0.837256493,16.28538296
LN14,Rsch,Salt,2,208.0727948,202.9824,0.058916596,0.338044382,0.568897964,0.886458368,29.42224745
LN17,C24,Salt,2,286.840563,358.7072,0.054785903,0.439006814,0.138466293,0.351197003,33.29210677
LN9,Co,Salt,2,220.0398247,265.088,0.068801412,0.49721502,0.226983956,0.305806978,25.91250604
LN12,Ler,Salt,2,157.7739898,263.0912,0.132814463,0.452074077,0.213357795,0.619419626,10.02636956
LN16,Col0,Salt,2,200.0727948,195.0208,0.061223016,0.382737138,0.409723077,0.861157841,24.95353111
LN15,Te,Control,2,280.0656596,382.7712,0.061323848,0.387568366,0.319212988,0.631647389,22.42114767
LN16,Col0,Control,2,219.1802114,265.4464,0.069435892,0.359006319,0.32521645,0.669928287,19.52936638
LN13,Nd,Control,2,159.6324256,176.0896,0.086836307,0.361788297,0.201215592,0.289014847,18.21850694
LN11,Cvi,Control,2,114.0104923,96.9344,0.093712635,0.343836549,0.216254134,0.582838018,15.0854351
LN9,Co,Control,2,228.5539372,253.2736,0.060928765,0.400408766,0.235245525,0.524044313,27.12124122
LN17,C24,Control,2,195.8190689,218.6368,0.07165115,0.459784657,0.250061607,0.470769392,24.66846203
LN14,Rsch,Control,2,168.1853606,194.368,0.086349186,0.380690935,0.359175429,0.787671919,15.95047744
LN12,Ler,Control,2,155.5728123,256.5504,0.133203352,0.717769661,0.270615183,0.631505764,14.33328344
LN10,Col0,Control,2,137.3677332,166.8352,0.111103589,0.443363494,0.390611016,0.795056533,11.60426577
LN8,Can,Control,2,157.1983131,189.0048,0.096114063,0.527394814,0.535274254,0.866518613,12.27156982
LN14,Rsch,Salt,2,188.7857298,192.2816,0.067796811,0.355155212,0.259401036,0.619550133,19.32645453
LN11,Cvi,Salt,2,117.630879,104.9984,0.095356403,0.318785947,0.622967689,0.917086074,15.72985493
LN16,Col0,Salt,2,202.3849214,237.2864,0.072799166,0.394358407,0.304157767,0.652757817,22.43348797
LN9,Co,Salt,2,217.5896314,240.768,0.063904617,0.421201129,0.214364145,0.446451767,27.65550239
LN17,C24,Salt,2,204.6759231,237.9264,0.07137054,0.434004997,0.241554591,0.466828609,20.08005165
LN12,Ler,Salt,2,154.247329,210.2912,0.111069715,0.53945165,0.1866164,0.657085187,11.92634975
LN15,Te,Salt,2,212.0037614,263.4752,0.073665217,0.412042597,0.422937974,0.76666579,15.23668869
LN13,Nd,Salt,2,154.5834098,140.0064,0.073626132,0.360229219,0.202441877,0.523263043,22.14371914
LN10,Col0,Salt,2,181.0763273,218.7392,0.083832637,0.380440348,0.258042756,0.766693832,16.98882322
LN8,Can,Salt,2,117.727364,120.0256,0.108825059,0.510980328,0.171858469,0.57568869,10.417191
LN14,Rsch,Control,2,173.1434098,194.432,0.081501514,0.337795766,0.33209599,0.815876056,16.96919026
LN17,C24,Control,2,187.9449564,220.8512,0.078568466,0.458895183,0.21345515,0.645644637,21.43271126
LN9,Co,Control,2,160.3661515,192.64,0.09413062,0.450909309,0.311196911,0.588487259,17.12704319
LN8,Can,Control,2,212.0265031,257.3312,0.071931979,0.501909874,0.232788175,0.55516741,19.78869877
LN10,Col0,Control,2,238.3092272,332.0704,0.073478167,0.391409303,0.246454337,0.619564536,19.81644374
LN15,Te,Control,2,271.179403,378.5728,0.064691299,0.360577392,0.302866089,0.471515954,21.13071409
LN16,Col0,Control,2,278.2648863,379.2384,0.061546783,0.336219516,0.231069543,0.579056968,24.54495747
LN12,Ler,Control,2,124.593234,199.1808,0.161238377,0.57002088,0.157333758,0.504583787,7.651950389
LN11,Cvi,Control,2,109.3940424,114.1376,0.119853648,0.409826271,0.237418284,0.60890231,12.91914321
LN13,Nd,Control,2,183.4971181,177.0496,0.066076392,0.306526316,0.216054954,0.567986036,25.02255639
LN10,Col0,Salt,2,191.6590689,236.4544,0.080890686,0.418348167,0.243771779,0.616887023,18.02241109
LN14,Rsch,Salt,2,230.5182781,303.36,0.071739351,0.364318325,0.261803045,0.719136975,22.03552743
LN13,Nd,Salt,2,223.5049214,272.128,0.068455589,0.31331054,0.141371455,0.508032246,21.85550329
LN11,Cvi,Salt,2,102.8132515,89.7792,0.106730221,0.487523459,0.344345825,0.764622132,11.17878529
LN8,Can,Salt,2,122.4147982,138.5728,0.116203716,0.453426035,0.23348059,0.586405137,9.943469425
LN16,Col0,Salt,2,228.7441481,262.5024,0.063043913,0.316066888,0.167873194,0.555858922,24.08903842
LN17,C24,Salt,2,216.1865031,292.3264,0.078599675,0.476248071,0.278272044,0.599449995,22.42192837
LN15,Te,Salt,2,209.5763097,262.2208,0.075022689,0.33945319,0.246936852,0.688430692,19.41970126
LN12,Ler,Salt,2,136.3783307,196.544,0.132794141,0.583396657,0.172207727,0.624491117,9.146857701
LN9,Co,Salt,2,136.4787173,134.6688,0.090854614,0.382790613,0.246712944,0.671272508,16.09751925
LN17,C24,Control,2,243.358243,394.5728,0.08372302,0.563969337,0.329658973,0.350959504,23.27911503
LN13,Nd,Control,2,198.0751498,188.3136,0.060315865,0.307197595,0.322342822,0.779051878,24.09475258
LN11,Cvi,Control,2,87.42384905,63.7056,0.104743632,0.37452028,0.395628415,0.822154749,15.91360257
LN9,Co,Control,2,210.9888581,273.9712,0.077338498,0.451361211,0.282072774,0.330818626,21.61848253
LN12,Ler,Control,2,152.1426365,249.728,0.135573631,0.606559925,0.295710242,0.453153432,11.23126602
LN16,Col0,Control,2,204.2366964,231.5008,0.069742066,0.370030894,0.286131387,0.663455463,19.04511777
LN14,Rsch,Control,2,202.8269073,270.6816,0.082683235,0.37407794,0.365925736,0.845909772,18.89714853
LN8,Can,Control,2,137.9849915,92.2112,0.060859704,0.30986279,0.25187567,0.592737281,30.9705719
LN15,Te,Control,2,305.5919163,432.1536,0.058151949,0.41154601,0.352985593,0.670130014,25.88241218
LN10,Col0,Control,2,272.9735155,373.7728,0.063034242,0.392956628,0.337440852,0.773511553,24.65668984
LN16,Col0,Salt,2,203.6355189,232.2304,0.070375561,0.315915027,0.242627132,0.777055853,17.72595491
LN13,Nd,Salt,2,180.6947631,180.608,0.069511349,0.34918828,0.238843495,0.713981652,21.33862509
LN12,Ler,Salt,2,105.8030582,161.28,0.181048086,0.637007078,0.205142414,0.505427111,10.48396825
LN10,Col0,Salt,2,244.1829355,329.28,0.069397623,0.415898729,0.239507959,0.469738065,24.1204276
LN17,C24,Salt,2,248.2652905,334.4512,0.068188417,0.434029335,0.224787226,0.535514074,22.98626048
LN8,Can,Salt,2,84.03639738,93.12,0.165698272,0.488386144,0.395247333,0.762465088,6.35161512
LN11,Cvi,Salt,2,128.0838315,73.2672,0.056121703,0.203202102,0.282139918,0.630048933,34.66981132
LN14,Rsch,Salt,2,170.0637789,193.1904,0.083940539,0.377409917,0.176024533,0.607513512,16.23269065
LN9,Co,Salt,2,164.2971181,168.5504,0.078465683,0.427158011,0.269579857,0.671867904,19.35738153
LN15,Te,Salt,2,206.5182781,233.8048,0.068888431,0.324405925,0.317503449,0.720290639,25.12219424
LN8,Can,Control,2,93.02855906,110.3488,0.16023039,0.556948123,0.207879656,0.515014122,9.09500058
LN10,Col0,Control,2,361.7738496,571.0848,0.054832257,0.40464724,0.293900526,0.560695285,30.36260534
LN17,C24,Control,2,254.5260814,352.5632,0.068388371,0.47375301,0.201520179,0.392033893,24.42637235
LN14,Rsch,Control,2,209.2014064,270.3872,0.077636651,0.417495108,0.45523528,0.866925445,18.91772392
LN16,Col0,Control,2,143.8547982,160.2304,0.097298485,0.3921065,0.380913112,0.696672273,15.75267615
LN12,Ler,Control,2,143.4316523,261.4656,0.159710849,0.605980599,0.286091549,0.642170306,8.405443775
LN9,Co,Control,2,164.409684,183.4624,0.085290792,0.426895011,0.24363979,0.544506552,20.04339636
LN11,Cvi,Control,2,123.0187349,97.5104,0.080968909,0.43638655,0.233101135,0.594038555,18.02152796
LN13,Nd,Control,2,130.7187173,114.368,0.084108296,0.325406075,0.20890937,0.598859428,18.05394516
LN15,Te,Control,2,204.3814239,321.984,0.096863758,0.467209004,0.313588546,0.836254973,17.71290002
LN9,Co,Salt,2,246.4872589,320.6528,0.066321746,0.523236627,0.324539447,0.528794877,25.30589597
LN10,Col0,Salt,2,209.3594556,233.7664,0.067020366,0.426496345,0.249653555,0.427722794,27.37775831
LN13,Nd,Salt,2,255.2010022,248.9728,0.048039338,0.312330395,0.251855425,0.562439972,28.55678371
LN11,Cvi,Salt,2,95.12659071,67.136,0.09323124,0.326770918,0.389683959,0.840191809,23.45243089
LN14,Rsch,Salt,2,198.8515997,272,0.086441161,0.446081827,0.230831316,0.727506897,20.96790588
LN15,Te,Salt,2,223.2010022,273.1904,0.068910122,0.352293548,0.178873979,0.5725377,18.47312936
LN12,Ler,Salt,2,95.29130072,123.3024,0.170637659,0.60879732,0.190607354,0.536700471,6.00020762
LN8,Can,Salt,2,106.9732515,101.12,0.111044367,0.457891381,0.22555713,0.530279555,12.36481013
LN16,Col0,Salt,2,254.1056947,350.2592,0.068166441,0.326438098,0.307643257,0.787675281,23.49722263
LN17,C24,Salt,2,219.7453256,276.6208,0.071987221,0.413228039,0.185617518,0.448549661,24.73638425
LN12,Ler,Control,2,165.7739898,264.704,0.121042417,0.584477983,0.237968848,0.527908229,10.85348162
LN11,Cvi,Control,2,102.0634449,79.7696,0.096229191,0.310482264,0.629410993,0.792684572,18.95025674
LN8,Can,Control,2,169.3006506,193.8304,0.084979565,0.463883103,0.210942784,0.703222425,12.93917982
LN9,Co,Control,2,223.0978564,288.768,0.072906816,0.465183413,0.353140002,0.725093174,21.54689716
LN14,Rsch,Control,2,191.5653431,227.2512,0.077818376,0.380163166,0.27524956,0.596972395,18.29548271
LN10,Col0,Control,2,169.5430056,203.1232,0.08879932,0.437524125,0.193584345,0.450379471,14.39838679
LN13,Nd,Control,2,160.647329,141.6832,0.068989215,0.346718872,0.247259696,0.661972358,18.50212305
LN15,Te,Control,2,292.9499655,390.8992,0.057238434,0.433109728,0.370776445,0.621268575,26.32411015
LN16,Col0,Control,2,327.2903521,441.3824,0.051779574,0.378725975,0.292370257,0.612049226,38.05353363
LN17,C24,Control,2,186.8429881,212.608,0.07653073,0.463099785,0.331038101,0.709982932,18.2204696
LN8,Can,Salt,2,132.5222498,127.5136,0.091240734,0.462123672,0.411103619,0.827171972,11.46777755
LN15,Te,Salt,2,273.1060638,348.864,0.058776448,0.363977511,0.269860161,0.636782114,27.66435516
LN12,Ler,Salt,2,129.7975398,172.8256,0.128909527,0.629229192,0.324791086,0.752669648,14.69782254
LN14,Rsch,Salt,2,147.4657648,136.1664,0.078685988,0.343993533,0.445337747,0.878186687,18.53656702
LN11,Cvi,Salt,2,93.11286488,80.128,0.116138119,0.39834553,0.35321169,0.755318137,11.17220447
LN13,Nd,Salt,2,109.1356065,102.2464,0.10787603,0.352391036,0.414223727,0.852059097,13.47621432
LN10,Col0,Salt,2,157.689684,159.1424,0.080424654,0.432121507,0.266993749,0.783817739,16.57540417
LN9,Co,Salt,2,194.4198422,210.4704,0.069971264,0.439828808,0.223557549,0.530396292,20.3467737
LN16,Col0,Salt,2,212.0170831,195.8912,0.054762477,0.354177274,0.358164117,0.795235185,27.0550183
LN17,C24,Salt,2,225.845308,264.192,0.065088967,0.446164156,0.253743105,0.479876885,22.69922481
LN13,Nd,Control,2,127.8253957,139.0464,0.106938804,0.499241693,0.543901002,0.879781721,13.82233269
LN14,Rsch,Control,2,212.4723906,249.5616,0.069467651,0.366078973,0.237698011,0.648765175,20.40478022
LN10,Col0,Control,2,181.2437965,196.0192,0.074986343,0.349714547,0.344831417,0.860759989,17.39911192
LN12,Ler,Control,2,167.2347806,263.7696,0.118517203,0.521234349,0.263361422,0.71505529,12.57825011
LN16,Col0,Control,2,164.642619,184.9984,0.085761685,0.395485018,0.323836353,0.654657239,17.93399294
LN8,Can,Control,2,111.0328649,107.3408,0.109413674,0.51781414,0.304235833,0.723741879,10.02265681
LN15,Te,Control,2,291.2884013,451.9424,0.066933967,0.436202807,0.330908869,0.669116073,21.4243231
LN11,Cvi,Control,2,110.5869774,85.5168,0.08787257,0.376055387,0.310349288,0.754522008,15.97395599
LN17,C24,Control,2,249.8586297,357.2224,0.071905124,0.458425047,0.177816965,0.606289101,24.86176007
LN9,Co,Control,2,226.7598247,288.9728,0.070621121,0.518595089,0.279064791,0.533399661,25.07299787
LN17,C24,Salt,2,222.5543414,274.0736,0.069535235,0.421040212,0.314011535,0.677507472,24.00980758
LN16,Col0,Salt,2,196.4590689,233.92,0.076161073,0.381086435,0.43633629,0.815653745,24.1751026
LN11,Cvi,Salt,2,147.3426365,135.4752,0.078417464,0.42083499,0.395417945,0.855995033,18.27683296
LN15,Te,Salt,2,214.0857122,318.3232,0.087277599,0.369337927,0.369088556,0.783912174,13.65105151
LN14,Rsch,Salt,2,172.5139723,186.432,0.078719399,0.387336117,0.266357392,0.683749895,19.20714041
LN9,Co,Salt,2,168.2630056,188.4544,0.083644783,0.473621566,0.409869084,0.679203169,23.8485363
LN12,Ler,Salt,2,119.0461865,166.0672,0.147252525,0.605695612,0.283265914,0.659287925,8.513180207
LN13,Nd,Salt,2,194.7331814,191.5904,0.063489761,0.314480208,0.284106756,0.773351132,23.12346339
LN10,Col0,Salt,2,187.9516173,218.8928,0.07786624,0.393216831,0.28081761,0.697071431,19.27793696
LN8,Can,Salt,2,141.941459,137.1008,0.085512839,0.528729391,0.410462054,0.784131111,15.27327047
LN9,Co,Control,2,181.8876981,197.9648,0.075195385,0.474897903,0.313897581,0.717007845,23.79943101
LN8,Can,Control,2,170.237909,247.8208,0.107457088,0.534524171,0.268686997,0.694076747,10.44615464
LN17,C24,Control,2,177.3394731,206.72,0.082600283,0.437124452,0.369808789,0.731151193,17.88235294
LN15,Te,Control,2,273.5907738,401.1392,0.067344491,0.361731844,0.309084591,0.574590988,21.84019911
LN13,Nd,Control,2,226.3006156,206.5536,0.050684033,0.327774618,0.300253965,0.714749034,28.79395179
LN14,Rsch,Control,2,255.0989988,337.7536,0.065221734,0.391649598,0.355254388,0.820819077,24.19562663
LN12,Ler,Control,2,95.70502655,155.776,0.213717909,0.627384266,0.356281223,0.839531167,6.058175842
LN10,Col0,Control,2,212.7896314,278.4768,0.077285489,0.361852172,0.296981072,0.833439426,18.20417356
LN11,Cvi,Control,2,108.9159932,96.6144,0.10234542,0.414748063,0.712443778,0.88747998,19.3163752
LN16,Col0,Control,2,299.1331113,370.1504,0.051982733,0.377396411,0.331401153,0.624046281,30.03534131
LN9,Co,Salt,2,164.1124256,184.2816,0.085982271,0.410732626,0.230714927,0.566229021,20.69820101
LN11,Cvi,Salt,2,107.652074,101.952,0.110550525,0.404581704,0.244731084,0.50567377,14.46327684
LN14,Rsch,Salt,2,152.1881198,166.1952,0.09017099,0.43109001,0.283746973,0.686123378,14.89849045
LN13,Nd,Salt,2,163.1524256,127.2192,0.060058635,0.371606969,0.243865673,0.188245146,25.64624208
LN15,Te,Salt,2,188.3331814,225.7408,0.079977208,0.44962268,0.433417784,0.870341334,16.37559537
LN12,Ler,Salt,2,113.3477507,191.3728,0.187182077,0.562532922,0.392552714,0.741118572,6.893050632
LN17,C24,Salt,2,212.7441481,220.0832,0.06110567,0.402962338,0.297730596,0.585349156,24.3996743
LN10,Col0,Salt,2,133.5759757,128.704,0.090645281,0.423725242,0.312853521,0.704895531,15.81780209
LN8,Can,Salt,2,99.73913904,88.4096,0.111680683,0.473958691,0.202859293,0.611027211,12.52758072
LN16,Col0,Salt,2,201.4986647,221.2864,0.068488908,0.327467657,0.286527345,0.660816506,22.39703841
LN16,Col0,Control,3,272.4339021,337.1904,0.057090358,0.361919024,0.284433226,0.623963129,30.42090878
LN14,Rsch,Control,3,268.2766613,365.6448,0.063841558,0.357124105,0.261083447,0.645735307,22.98739761
LN12,Ler,Control,3,161.2485065,288.2048,0.139289915,0.55394002,0.278993682,0.769867616,9.09575413
LN10,Col0,Control,3,258.4919689,522.0224,0.098175901,0.453835283,0.315864939,0.629215852,19.27906235
LN8,Can,Control,3,178.6904573,222.6304,0.087617652,0.517725852,0.268926859,0.704933412,14.81987006
LN17,C24,Control,3,223.0202114,340.224,0.085958012,0.494070412,0.293110937,0.569499528,19.64793078
LN15,Te,Control,3,295.5421271,465.3184,0.066945486,0.411614846,0.337215845,0.478809341,25.29001733
LN13,Nd,Control,3,169.1453606,160.4736,0.070484444,0.380647316,0.250160177,0.7744077,21.13679509
LN11,Cvi,Control,3,88.04110739,82.9568,0.134490269,0.39758297,0.300398633,0.691020271,11.61425706
LN9,Co,Control,3,281.8919338,372.3136,0.058878057,0.46455209,0.248005394,0.453704106,25.92195826
LN8,Can,Salt,3,145.694394,142.144,0.084149727,0.459910544,0.372069925,0.464958138,18.09797389
LN15,Te,Salt,3,248.4715822,315.2,0.064156789,0.442171985,0.222716429,0.430728523,26.66631472
LN11,Cvi,Salt,3,121.0893148,80.4352,0.068935728,0.354687588,0.194464945,0.751424244,22.18204965
LN13,Nd,Salt,3,214.6735681,216.6272,0.059069827,0.384426676,0.33853522,0.698880189,33.82474592
LN10,Col0,Salt,3,178.247329,260.672,0.103099886,0.4082144,0.347966706,0.782979457,16.91382274
LN14,Rsch,Salt,3,228.4402289,263.6672,0.063492262,0.398564325,0.544743398,0.845036659,27.58279528
LN17,C24,Salt,3,282.049983,400.9216,0.063331119,0.469961589,0.138749505,0.341397255,27.56203308
LN9,Co,Salt,3,232.7821622,296.8448,0.06883985,0.508596868,0.228111056,0.291880131,25.33431072
LN12,Ler,Salt,3,174.4045698,312.2176,0.128988658,0.476462085,0.216381741,0.625128448,11.83994752
LN16,Col0,Salt,3,218.2712131,218.0352,0.057510024,0.373323398,0.3666352,0.86177506,26.93918046
LN15,Te,Control,3,311.7173996,465.5872,0.060212798,0.397243518,0.279502939,0.568468228,26.25397262
LN16,Col0,Control,3,239.6480322,283.4048,0.062011085,0.331219052,0.322506812,0.718505195,25.85474911
LN13,Nd,Control,3,197.8261339,223.936,0.071906219,0.376406549,0.241186178,0.619523261,23.97987997
LN11,Cvi,Control,3,125.4889107,117.2352,0.093552887,0.330137332,0.20985096,0.727783798,18.36445027
LN9,Co,Control,3,249.0056772,305.3184,0.061879151,0.438119903,0.248060701,0.397837403,29.58420324
LN17,C24,Control,3,197.1861339,240.5248,0.077735068,0.443801516,0.236449792,0.425872201,20.60560907
LN14,Rsch,Control,3,181.6775048,243.7888,0.092815669,0.385094424,0.352924174,0.779569234,15.40365431
LN12,Ler,Control,3,168.9806506,283.584,0.124800876,0.659394625,0.243908934,0.696971526,9.243962988
LN10,Col0,Control,3,173.2088756,204.4544,0.085637906,0.427657296,0.304296389,0.680632985,14.55969448
LN8,Can,Control,3,165.8516348,109.6448,0.050090849,0.355214597,0.433891043,0.855106317,39.82465562
LN14,Rsch,Salt,3,189.3830056,180.8256,0.063356003,0.311634166,0.310241962,0.391005618,28.5412331
LN11,Cvi,Salt,3,125.379104,106.8928,0.085449199,0.332338427,0.612175173,0.916160014,18.37600287
LN16,Col0,Salt,3,232.944113,256.768,0.059463064,0.38076799,0.291666667,0.596946068,23.25912263
