LINE,ACCESSION,TREATMENT,DAY,PERIMETER,AREA,ROUNDNESS,COMPACTNESS, ECCENTRICITY,RMS,SOL
LN9,Co,Salt,3,233.4931464,269.7216,0.062169492,0.458465689,0.23089031,0.526179741,26.56045938
LN17,C24,Salt,3,222.5931639,290.5728,0.073695535,0.494467436,0.230322993,0.457034583,22.64649134
LN12,Ler,Salt,3,162.1924256,246.0032,0.117513966,0.543539127,0.147996078,0.642480676,9.241271658
LN15,Te,Salt,3,232.730018,299.8016,0.069556706,0.383577348,0.323380212,0.705259166,17.99000939
LN13,Nd,Salt,3,163.6437965,146.816,0.068894438,0.349492672,0.194293021,0.599764344,22.97628596
LN10,Col0,Salt,3,192.6096489,251.2,0.085089,0.396881573,0.274822778,0.734514821,17.29875159
LN8,Can,Salt,3,126.3806857,134.7456,0.106013956,0.491594284,0.150727546,0.528904889,12.16091954
LN14,Rsch,Control,3,149.5759757,91.1232,0.051181751,0.231949694,0.701377014,0.884447037,35.80530973
LN17,C24,Control,3,200.9069073,304.0384,0.094656091,0.504899564,0.18022321,0.573964008,19.88767735
LN9,Co,Control,3,195.5900356,239.808,0.078773489,0.471724242,0.259993088,0.498504703,21.33002402
LN8,Can,Control,3,239.5210022,359.9744,0.078848653,0.55121521,0.134893748,0.526224753,21.12327988
LN10,Col0,Control,3,270.8727246,445.9264,0.076373465,0.435665604,0.236038179,0.533105146,20.05172513
LN15,Te,Control,3,309.948788,507.2128,0.066346831,0.401784537,0.331449224,0.269715059,22.58925958
LN16,Col0,Control,3,325.3903346,495.1552,0.058768135,0.371229787,0.239389087,0.529666454,28.92689484
LN12,Ler,Control,3,129.2124432,236.3904,0.177922562,0.603371668,0.199073404,0.5908048,7.547758285
LN11,Cvi,Control,3,117.2359932,72.4992,0.066285898,0.259709294,0.334196332,0.740356683,33.71504237
LN13,Nd,Control,3,204.9088581,225.5104,0.067492416,0.31543516,0.279111821,0.541985829,21.77818141
LN10,Col0,Salt,3,215.7821972,269.248,0.072665979,0.444893298,0.236903603,0.537226856,23.48552413
LN14,Rsch,Salt,3,268.4280497,354.6112,0.061845274,0.365223123,0.274674086,0.706640308,25.98902686
LN13,Nd,Salt,3,236.1856947,321.2288,0.072363099,0.336497721,0.151346613,0.480066832,21.46644884
LN11,Cvi,Salt,3,105.489719,89.3568,0.100906049,0.437296417,0.369832568,0.765941007,11.92264719
LN8,Can,Salt,3,139.5916523,175.3216,0.113064533,0.536464045,0.289281529,0.545135568,15.23384683
LN16,Col0,Salt,3,239.042953,262.9632,0.057829968,0.3148554,0.172403829,0.483837092,23.85367991
LN17,C24,Salt,3,240.3551147,317.824,0.069133703,0.483214946,0.25711066,0.59500616,25.0796617
LN15,Te,Salt,3,222.0468897,281.1136,0.071647713,0.342012645,0.236423598,0.660136938,20.54685366
LN12,Ler,Salt,3,142.823814,216.8448,0.133584978,0.581625296,0.175619218,0.603284424,8.67020837
LN9,Co,Salt,3,165.3281023,156.096,0.071764271,0.401283317,0.243436395,0.569628484,20.3204592
LN17,C24,Control,3,255.828823,400.384,0.076875443,0.52912917,0.317011466,0.467504238,24.57800512
LN13,Nd,Control,3,207.0418106,223.6032,0.065549859,0.286715467,0.274603788,0.720403654,20.38857405
LN11,Cvi,Control,3,150.2681198,69.5552,0.038708448,0.188811675,0.352742547,0.72173803,58.88847994
LN9,Co,Control,3,212.1590514,287.4624,0.080254202,0.454229198,0.294412368,0.446010575,20.34767121
LN12,Ler,Control,3,173.9936031,300.288,0.124646841,0.617530929,0.3074666,0.398960897,12.57084399
LN16,Col0,Control,3,232.3845172,317.5552,0.073894942,0.429228879,0.270484326,0.609760398,20.31553065
LN14,Rsch,Control,3,224.2159056,331.84,0.08294797,0.387628773,0.32706658,0.793592977,17.3327676
LN8,Can,Control,3,143.6418456,172.2752,0.104922994,0.507848464,0.444029502,0.795706204,17.48257671
LN15,Te,Control,3,332.0554313,496.4864,0.056584313,0.399267098,0.270627542,0.594069105,30.41270496
LN10,Col0,Control,3,300.4103521,464.7808,0.064718472,0.426801603,0.336173255,0.725472385,23.63058026
LN16,Col0,Salt,3,205.8821797,258.688,0.076691747,0.328009868,0.284611544,0.781390164,19.50875804
LN13,Nd,Salt,3,182.8637789,174.6816,0.065644999,0.290987015,0.182176431,0.588500146,21.72272294
LN12,Ler,Salt,3,101.0740424,173.0944,0.212918604,0.645242867,0.206290374,0.387781384,9.768394587
LN10,Col0,Salt,3,263.7001763,383.872,0.069370601,0.444177849,0.234202818,0.301789544,25.2234078
LN17,C24,Salt,3,261.9931288,387.008,0.070851656,0.462853819,0.216289657,0.536049233,19.93722507
LN8,Can,Salt,3,103.8575574,118.336,0.137863894,0.476521829,0.323208068,0.718060421,8.914872904
LN11,Cvi,Salt,3,146.3049915,117.6064,0.069043458,0.308850718,0.238304648,0.698778162,25.16325642
LN14,Rsch,Salt,3,185.5696489,212.0576,0.077383757,0.372560043,0.180954276,0.612658061,18.64537937
LN9,Co,Salt,3,154.2218281,195.8144,0.103457695,0.520836171,0.276217809,0.613738971,15.83265786
LN15,Te,Salt,3,207.3363097,254.848,0.074497271,0.325209892,0.24586901,0.663960132,21.81376193
LN8,Can,Control,3,98.40423571,140.4544,0.182271022,0.56030433,0.204770017,0.628341646,5.267474711
LN10,Col0,Control,3,405.7957829,674.2784,0.051455767,0.430527064,0.277285814,0.544460435,33.90504575
LN17,C24,Control,3,262.2903872,400.4992,0.073155464,0.477833265,0.195661129,0.492202397,24.96883889
LN14,Rsch,Control,3,244.0986297,335.0784,0.070668458,0.407002596,0.427389309,0.832570876,22.69271908
LN16,Col0,Control,3,180.4296664,189.4144,0.073115081,0.373328624,0.246066709,0.584354599,21.30139208
LN12,Ler,Control,3,163.915554,318.2976,0.148868529,0.61813617,0.27449095,0.544844993,10.95114007
LN9,Co,Control,3,173.0724256,227.4944,0.095438766,0.47179528,0.200743714,0.292057225,22.99037866
LN11,Cvi,Control,3,128.8536207,115.4176,0.087355178,0.437251479,0.275250578,0.7044449,16.40989243
LN13,Nd,Control,3,177.4759231,138.4704,0.055244357,0.32344675,0.277555397,0.501056032,26.97799963
LN15,Te,Control,3,258.795888,364.6208,0.068412673,0.41663254,0.322310841,0.757915035,20.3974584
LN9,Co,Salt,3,258.864113,349.2352,0.065491386,0.529981935,0.237419355,0.424188397,25.60335728
LN10,Col0,Salt,3,226.2712131,278.2208,0.068287443,0.459700104,0.214962166,0.325843359,27.8340081
LN13,Nd,Salt,3,256.6911955,299.6352,0.057145331,0.348457107,0.258888615,0.566604295,29.74069802
LN11,Cvi,Salt,3,96.46149405,69.2608,0.093538284,0.314867617,0.343206522,0.842044776,20.41212345
LN14,Rsch,Salt,3,236.075888,317.3888,0.071564592,0.44456397,0.238661618,0.696047208,25.83932892
LN15,Te,Salt,3,231.4727597,289.8688,0.067984758,0.347603187,0.171626537,0.558186013,21.20462775
LN12,Ler,Salt,3,99.30267155,137.1392,0.174763048,0.603945885,0.202123719,0.435100459,6.527720739
LN8,Can,Salt,3,108.5732515,99.328,0.105885348,0.417675871,0.236044273,0.400571585,13.75283505
LN16,Col0,Salt,3,268.0986297,398.3872,0.069650791,0.333040854,0.302190636,0.782015865,22.82585786
LN17,C24,Salt,3,238.170018,311.04,0.068905189,0.438177327,0.193584648,0.490950185,23.20666667
LN12,Ler,Control,3,186.1414239,333.3248,0.120890292,0.61774404,0.269054922,0.661631911,13.35501709
LN11,Cvi,Control,3,114.9022674,119.0016,0.11326754,0.41910472,0.396501458,0.785587672,23.71173497
LN8,Can,Control,3,178.6649564,221.3376,0.08713373,0.440695244,0.263981043,0.706813853,15.57818644
LN9,Co,Control,3,231.1272589,371.6224,0.08741972,0.525474652,0.327403498,0.688485149,20.01315744
LN14,Rsch,Control,3,189.4057473,251.8656,0.088225152,0.371411314,0.356962258,0.612682612,17.75921126
LN10,Col0,Control,3,193.2202464,248.6272,0.083686083,0.460852235,0.231800872,0.387611623,16.63962109
LN13,Nd,Control,3,191.2453431,174.336,0.059898398,0.326063537,0.202883075,0.647232823,24.80484581
LN15,Te,Control,3,329.1981729,506.0352,0.058678062,0.428455311,0.32959455,0.494513628,28.15379167
LN16,Col0,Control,3,378.7216704,508.3776,0.044540589,0.379145426,0.318990276,0.565021417,34.27373669
LN17,C24,Control,3,191.2520039,244.8256,0.084111369,0.567634141,0.346967362,0.54253178,25.0035029
LN8,Can,Salt,3,141.8704748,151.168,0.094381242,0.465620565,0.34798331,0.798710494,13.65893311
LN15,Te,Salt,3,290.1797721,409.1776,0.061064309,0.393048161,0.250832137,0.567871635,27.33575249
LN12,Ler,Salt,3,110.590879,169.1008,0.173746837,0.693891486,0.196582177,0.708697686,12.99659375
LN14,Rsch,Salt,3,144.1171356,161.2416,0.09755639,0.35921638,0.387715666,0.835898829,19.2274351
LN11,Cvi,Salt,3,101.9242357,95.8592,0.115954802,0.422367605,0.431492843,0.802055138,10.36426759
LN13,Nd,Salt,3,120.927364,107.3024,0.092208324,0.340703109,0.363163972,0.834487458,16.12787785
LN10,Col0,Salt,3,170.4414415,190.5664,0.08243389,0.458529674,0.218657283,0.760471915,16.64481462
LN9,Co,Salt,3,224.3551147,258.9184,0.064639923,0.516811446,0.261018551,0.561157205,25.71682816
LN16,Col0,Salt,3,219.1480497,217.2928,0.056856481,0.35493853,0.328170281,0.784063623,24.49764373
LN17,C24,Salt,3,232.5719689,269.76,0.062671874,0.450156994,0.206533193,0.48678507,27.87795967
LN13,Nd,Control,3,149.8610548,167.0912,0.093494459,0.518983819,0.648165668,0.919606711,15.88539911
LN14,Rsch,Control,3,244.7092272,324.9792,0.068196916,0.373148148,0.266636737,0.542235287,23.0557328
LN10,Col0,Control,3,197.0214239,235.6864,0.07629876,0.377099205,0.350163027,0.823575578,20.93314506
LN12,Ler,Control,3,186.7198598,321.536,0.115893331,0.543499427,0.268874238,0.702657689,11.61815287
LN16,Col0,Control,3,187.9676981,231.6032,0.082373586,0.411517205,0.286987142,0.60599201,17.33348071
LN8,Can,Control,3,124.8583307,157.76,0.127166206,0.53628927,0.271818722,0.598970788,9.58198783
LN15,Te,Control,3,332.0781729,495.1552,0.056424867,0.390262603,0.296352878,0.636655145,26.50480819
LN11,Cvi,Control,3,123.1352024,104.0512,0.086236774,0.361980674,0.327061775,0.669260826,17.27764793
LN17,C24,Control,3,269.657048,420.736,0.072710308,0.474869617,0.156238698,0.526948076,22.1240645
LN9,Co,Control,3,253.9543063,326.6304,0.063643683,0.543282947,0.272518225,0.414871054,28.21537738
LN17,C24,Salt,3,243.0704047,305.6896,0.065016915,0.42637292,0.249464403,0.606433118,22.47081484
LN16,Col0,Salt,3,199.6135856,237.7344,0.074975902,0.392863186,0.469026549,0.815514331,25.74931352
LN11,Cvi,Salt,3,151.8226365,145.7152,0.079440444,0.406397258,0.421330054,0.883404244,19.01633872
LN15,Te,Salt,3,239.4860814,367.9232,0.08061326,0.379183431,0.322556081,0.707164593,16.70609519
LN14,Rsch,Salt,3,176.2535856,210.368,0.085096877,0.372295843,0.256844511,0.740271802,14.65275327
LN9,Co,Salt,3,195.9971006,209.2672,0.068456034,0.468171015,0.320670316,0.55399725,29.85332436
LN12,Ler,Salt,3,119.8414765,168.1664,0.147141368,0.564759489,0.255522972,0.625468409,7.983102451
LN13,Nd,Salt,3,202.0610197,198.3488,0.06104841,0.30767398,0.300714626,0.788130953,24.19837377
LN10,Col0,Salt,3,211.0182606,264.9984,0.074784749,0.418809297,0.226542178,0.615686009,20.79853161
LN8,Can,Salt,3,154.169684,150.08,0.079347769,0.494412819,0.330144956,0.708405909,19.95121535
LN9,Co,Control,3,165.8261339,197.184,0.090110538,0.445849734,0.273729373,0.686386236,18.15981824
LN8,Can,Control,3,181.2088756,306.3424,0.117235204,0.532530817,0.24047619,0.636162814,12.58045377
LN17,C24,Control,3,185.7437789,229.1072,0.083448791,0.450413951,0.287211255,0.642821561,19.05905358
LN15,Te,Control,3,317.8134804,463.9104,0.057716415,0.368188468,0.326983614,0.470620572,24.32999476
LN13,Nd,Control,3,227.9072764,247.2448,0.059816452,0.313805764,0.288992938,0.717140628,25.88527645
LN14,Rsch,Control,3,259.8668371,437.9008,0.081486165,0.406007453,0.327548017,0.726458956,23.05597615
LN12,Ler,Control,3,118.8748157,163.2128,0.14513908,0.575458074,0.332912325,0.790368047,7.660732492
LN10,Col0,Control,3,236.9033397,341.8368,0.076539622,0.381661498,0.323904355,0.822547493,18.49838987
LN11,Cvi,Control,3,138.2434273,79.5776,0.052325299,0.255161092,0.42278682,0.811951848,40.77078977
LN16,Col0,Control,3,330.2452379,462.592,0.053300938,0.41534501,0.366457644,0.561901306,29.00807969
LN9,Co,Salt,3,183.8010373,213.5168,0.079422947,0.449295661,0.247799132,0.524679761,23.00149871
LN11,Cvi,Salt,3,113.645009,111.5008,0.108489351,0.41298061,0.241715818,0.541572485,14.69613133
LN14,Rsch,Salt,3,158.4528123,184.256,0.092221376,0.398908164,0.256538783,0.615336932,14.49517193
LN13,Nd,Salt,3,163.692039,137.5872,0.064525708,0.381942224,0.255904238,0.39451718,28.73737092
LN15,Te,Salt,3,194.0837614,255.6672,0.085291643,0.443699047,0.39718927,0.846210544,15.78141584
LN12,Ler,Salt,3,120.4104923,205.1456,0.177804769,0.56855511,0.374968072,0.763640882,8.050914082
LN17,C24,Salt,3,233.2280497,260.3008,0.060134514,0.443833344,0.261326297,0.543376382,25.38001574
LN10,Col0,Salt,3,140.5677332,152.704,0.097115599,0.433502907,0.25681316,0.683214033,12.95624476
LN8,Can,Salt,3,99.51286488,104.6528,0.132801279,0.481507656,0.207140982,0.645987465,9.111790607
LN16,Col0,Salt,3,216.6845347,250.7264,0.067104879,0.348795385,0.313754615,0.641812285,27.82152338
LN16,Col0,Control,4,312.8554313,426.7264,0.054786301,0.383609877,0.255329085,0.614838921,30.58347831
LN14,Rsch,Control,4,302.0907563,470.016,0.06472136,0.387603445,0.327476522,0.664194082,23.01198257
LN12,Ler,Control,4,164.7269248,235.7248,0.109165638,0.474908453,0.365992647,0.759150098,15.02867072
LN10,Col0,Control,4,281.3256772,582.208,0.09244199,0.423344688,0.245422165,0.629582507,17.95409476
LN8,Can,Control,4,202.2351498,329.6256,0.101278559,0.626828615,0.281765389,0.694388573,19.41596769
LN17,C24,Control,4,254.461758,409.0624,0.079387912,0.521346188,0.311138671,0.484177691,21.19807247
LN15,Te,Control,4,327.6691571,560.6272,0.065616476,0.39945097,0.305895548,0.500124838,23.21372634
LN13,Nd,Control,4,175.4743764,195.2256,0.079674476,0.374723601,0.245003787,0.762883446,17.374246
LN11,Cvi,Control,4,96.85913904,106.304,0.142389597,0.43607246,0.323964139,0.701383674,11.02853703
LN9,Co,Control,4,291.4825138,441.1776,0.065252673,0.542053282,0.280780006,0.478105878,29.25116778
LN8,Can,Salt,4,159.6551673,171.2768,0.084438876,0.488001459,0.335591498,0.339343342,17.48210149
LN15,Te,Salt,4,274.4892097,372.7104,0.062162836,0.47294817,0.269752221,0.529509306,28.48657188
LN11,Cvi,Salt,4,102.9846224,76.7104,0.090890679,0.388878074,0.447820554,0.864965698,17.80777574
LN13,Nd,Salt,4,237.365308,258.176,0.057582596,0.384249028,0.296890447,0.612841264,27.74823996
LN10,Col0,Salt,4,191.5747631,293.8112,0.100600842,0.430575877,0.344073595,0.760001361,17.25407336
LN14,Rsch,Salt,4,262.2221622,340.416,0.062212985,0.410340678,0.490085544,0.793554362,26.35563076
LN17,C24,Salt,4,290.1021271,477.6576,0.0713222,0.528419711,0.126508857,0.380185876,31.44711526
LN9,Co,Salt,4,234.8347105,339.648,0.077395257,0.539801046,0.225955862,0.202215528,22.05999623
LN12,Ler,Salt,4,183.2226014,354.432,0.132673657,0.497520483,0.232340635,0.65272116,12.43950885
LN16,Col0,Salt,4,235.1802114,258.5856,0.058750646,0.368770764,0.280138842,0.817701716,27.7042867
LN15,Te,Control,4,365.7048162,579.9168,0.054489672,0.424925671,0.309457219,0.439624414,25.76683
LN16,Col0,Control,4,271.8299655,380.5312,0.064715077,0.386462314,0.366867722,0.696046997,24.21877628
LN13,Nd,Control,4,241.8547281,265.344,0.057004609,0.381472894,0.269119646,0.696822787,27.30574047
LN11,Cvi,Control,4,166.5304573,141.9392,0.064316865,0.359752141,0.350323317,0.693348356,22.98656326
LN9,Co,Control,4,256.5692097,373.504,0.07130107,0.487161508,0.281646833,0.465535245,23.29602467
LN17,C24,Control,4,233.1465031,292.0192,0.067509277,0.453459482,0.208216451,0.537011314,25.56325064
LN14,Rsch,Control,4,212.7119864,312.9856,0.08692612,0.400786756,0.382525668,0.777176692,20.20358253
LN12,Ler,Control,4,187.7253431,359.5776,0.128220268,0.648311832,0.206762029,0.691114308,10.38900755
LN10,Col0,Control,4,204.8672764,267.7248,0.080159182,0.45483408,0.271495729,0.558783299,18.09380379
LN8,Can,Control,4,211.9072764,256.1792,0.071690563,0.441907706,0.204692198,0.69839768,19.34645748
LN14,Rsch,Salt,4,208.2280848,226.6112,0.065676897,0.335442798,0.286239496,0.427836265,25.38138274
LN11,Cvi,Salt,4,162.9233923,96.6016,0.045732748,0.225041746,0.436662562,0.838062408,40.30740692
LN16,Col0,Salt,4,232.4460814,283.4176,0.065916209,0.382318916,0.288635264,0.607645212,22.85331045
LN9,Co,Salt,4,248.4139197,332.4672,0.067702829,0.552473731,0.242863374,0.500742345,29.12335412
LN17,C24,Salt,4,223.692373,354.2272,0.088958903,0.565433259,0.243400112,0.502545555,23.15212835
LN12,Ler,Salt,4,179.0786823,296.9216,0.116349327,0.556149604,0.154161691,0.616234047,12.51549769
LN15,Te,Salt,4,260.8001938,348.8128,0.064444589,0.364737532,0.254682606,0.618141333,22.44387362
LN13,Nd,Salt,4,175.9430056,143.168,0.058118154,0.318615582,0.213892231,0.639461361,28.46687528
LN10,Col0,Salt,4,216.2547281,292.992,0.07872894,0.426701961,0.282306338,0.711580584,20.04726955
LN8,Can,Salt,4,140.0053782,153.2416,0.098241979,0.475834658,0.17882516,0.452090436,12.26879385
LN14,Rsch,Control,4,142.765009,175.6544,0.108299224,0.326854829,0.499938004,0.862138827,17.2463747
LN17,C24,Control,4,241.2535505,377.408,0.081484225,0.520504175,0.200150698,0.517996009,26.15845345
LN9,Co,Control,4,214.1472764,323.8912,0.088753176,0.539473404,0.248936274,0.428014304,21.28999368
LN8,Can,Control,4,250.5119513,432.4864,0.086601501,0.536036679,0.233902016,0.494505313,21.09677992
LN10,Col0,Control,4,291.2240779,571.6736,0.084703907,0.45497331,0.203444029,0.530814436,17.15825534
LN15,Te,Control,4,358.3863979,623.488,0.061000715,0.398719775,0.271685895,0.318121599,24.85255594
LN16,Col0,Control,4,361.2958004,612.8256,0.058995778,0.395093209,0.25066728,0.465494182,28.50120099
LN12,Ler,Control,4,157.3990865,305.92,0.155171986,0.586244113,0.175769932,0.400559651,10.30970711
LN11,Cvi,Control,4,140.8610899,88.448,0.056016477,0.292536302,0.467464862,0.710670429,38.13863965
LN13,Nd,Control,4,233.4864855,284.224,0.065515961,0.335458432,0.271985063,0.425349571,24.63670345
LN10,Col0,Salt,4,234.407663,305.3568,0.069835114,0.452538129,0.203981597,0.446750706,25.91683434
LN14,Rsch,Salt,4,297.9656772,420.3904,0.05950181,0.375438677,0.311858831,0.689210712,27.33611424
LN13,Nd,Salt,4,278.1617405,413.3248,0.067128437,0.37643973,0.182725802,0.519601787,26.24886191
LN11,Cvi,Salt,4,106.3171707,88.64,0.098544591,0.381858285,0.359748921,0.822677774,13.72534296
LN8,Can,Salt,4,169.5041831,208.4608,0.091174507,0.514923486,0.279295026,0.328564369,14.87216014
LN16,Col0,Salt,4,245.598243,282.3936,0.05883208,0.329696933,0.182310593,0.442916519,24.32453993
LN17,C24,Salt,4,247.915888,373.5552,0.076375828,0.524373372,0.243631348,0.611050723,23.29283169
LN15,Te,Salt,4,245.6464855,309.0048,0.064350804,0.35581529,0.23861611,0.627787525,22.14398741
LN12,Ler,Salt,4,152.0394906,234.048,0.12723365,0.570425831,0.206009481,0.673807103,9.648236259
LN9,Co,Salt,4,181.7163273,184.5632,0.070237181,0.444701456,0.24153911,0.521466043,22.75123101
LN17,C24,Control,4,288.7056596,441.0112,0.06648886,0.479793901,0.245400708,0.523225063,22.67516108
LN13,Nd,Control,4,249.0272764,267.5968,0.054224673,0.294965856,0.318820509,0.698610354,33.41442648
LN11,Cvi,Control,4,152.2818456,118.6944,0.064319673,0.312580058,0.515401634,0.862437599,26.72360617
LN9,Co,Control,4,247.2464855,338.2144,0.069525113,0.474661828,0.218573231,0.59825942,27.24898762
LN12,Ler,Control,4,204.5367139,394.1248,0.118386199,0.602033434,0.282927492,0.307306682,14.77892891
LN16,Col0,Control,4,261.5766438,392.384,0.072064807,0.438448446,0.228629203,0.625769145,21.49574295
LN14,Rsch,Control,4,274.1437088,433.5744,0.072496481,0.379767697,0.28744575,0.737516354,24.18445369
LN8,Can,Control,4,162.324974,239.936,0.114428603,0.669583854,0.420376638,0.787616273,19.36260336
LN15,Te,Control,4,370.6307037,633.152,0.057920868,0.423875507,0.195179771,0.408036957,31.09790761
LN10,Col0,Control,4,324.0620921,564.8512,0.06759078,0.429157711,0.294520022,0.666657664,24.35083505
LN16,Col0,Salt,4,207.0390514,279.2448,0.081863521,0.344660884,0.303788527,0.781110749,19.39860653
LN13,Nd,Salt,4,203.4025839,217.8432,0.066166923,0.301247898,0.170163726,0.456999192,27.30172161
LN12,Ler,Salt,4,112.1548157,189.76,0.189573961,0.639366887,0.239343626,0.366632456,8.097807757
LN10,Col0,Salt,4,273.002918,428.6976,0.072281364,0.474343904,0.208344249,0.361721598,26.32843664
LN17,C24,Salt,4,274.1825313,432.5888,0.072311201,0.474236641,0.158410504,0.44371674,19.49792875
LN8,Can,Salt,4,127.948524,155.4816,0.119348868,0.548471576,0.257686825,0.648637973,13.00090557
LN11,Cvi,Salt,4,149.5116523,131.5968,0.07397843,0.326318796,0.255250766,0.73887578,22.88668417
LN14,Rsch,Salt,4,212.570018,267.52,0.074398144,0.40854624,0.209724107,0.61767119,22.60248804
LN9,Co,Salt,4,168.5508439,242.4448,0.107241005,0.592776891,0.280181412,0.558805379,18.4492899
LN15,Te,Salt,4,239.925308,259.7632,0.05670683,0.330790546,0.272748438,0.661812847,31.46003745
LN8,Can,Control,4,117.4140248,187.6224,0.171023031,0.548536786,0.202081097,0.503503838,4.925637877
LN10,Col0,Control,4,435.3788936,796.864,0.052827411,0.446355593,0.182533977,0.51384909,28.62857602
LN17,C24,Control,4,301.5966263,467.5072,0.064587014,0.496486101,0.194623155,0.509064253,29.18081262
LN14,Rsch,Control,4,276.2417405,432.1408,0.071163374,0.405791005,0.377821046,0.761954506,23.5870383
LN16,Col0,Control,4,211.4120039,257.4976,0.072397532,0.366083127,0.223496802,0.453456483,22.52582393
LN12,Ler,Control,4,203.9555189,403.4688,0.121884617,0.592667105,0.262325664,0.568603965,10.71799753
LN9,Co,Control,4,195.2500531,268.4416,0.08848657,0.472874859,0.204180743,0.509442909,24.51354187
LN11,Cvi,Control,4,138.0398948,132.736,0.087536535,0.438255431,0.295469978,0.717043576,19.99691418
LN13,Nd,Control,4,128.0810723,119.232,0.091334064,0.305590184,0.329046088,0.571392021,21.98604402
LN15,Te,Control,4,300.998208,459.9808,0.063800157,0.420702654,0.309017704,0.668038579,23.44172974
LN9,Co,Salt,4,266.2535155,388.288,0.068829265,0.539826316,0.189539487,0.348311511,27.34372837
LN10,Col0,Salt,4,242.3233572,330.3296,0.070691436,0.48408396,0.174861105,0.354857291,29.4072151
LN13,Nd,Salt,4,283.5429355,336.32,0.052568417,0.344152357,0.260732108,0.579973905,35.19695528
LN11,Cvi,Salt,4,97.73483322,73.7792,0.097061065,0.303944316,0.357214555,0.876142145,21.16897988
LN14,Rsch,Salt,4,260.4386122,333.888,0.061858578,0.396959459,0.285625503,0.672477033,27.51013993
LN15,Te,Salt,4,256.5531288,311.6672,0.059504023,0.354131216,0.192450806,0.538802655,21.53221898
LN12,Ler,Salt,4,107.6293324,143.9104,0.156113605,0.618699098,0.32740397,0.685319573,11.65809837
LN8,Can,Salt,4,109.5171707,107.4816,0.112610673,0.422002211,0.282869894,0.478667402,12.70953912
LN16,Col0,Salt,4,285.6637088,431.3216,0.066420315,0.340904033,0.31383723,0.770086615,22.8150874
LN17,C24,Salt,4,252.7707914,331.7248,0.065243016,0.451388163,0.184168763,0.570763611,24.72264238
LN12,Ler,Control,4,212.6665031,392.192,0.108970869,0.591779975,0.232757861,0.631069199,11.67943864
LN11,Cvi,Control,4,152.3045873,156.3264,0.084686897,0.393713733,0.38982659,0.612526552,23.52263981
LN8,Can,Control,4,196.8245522,304.2176,0.09868148,0.541167631,0.274650094,0.691854659,18.74733875
LN9,Co,Control,4,266.5025313,474.0096,0.083867621,0.574050535,0.283417195,0.66529889,23.88339814
LN14,Rsch,Control,4,247.4660989,314.6112,0.064558379,0.375314938,0.213964522,0.443156645,26.06745596
LN10,Col0,Control,4,229.2488405,323.1616,0.077270784,0.494418769,0.236732892,0.251509548,22.00095061
LN13,Nd,Control,4,212.1202289,205.7088,0.057451128,0.343963359,0.234140659,0.617903512,24.64376828
LN15,Te,Control,4,366.0342362,624.8448,0.058605531,0.405031363,0.211138123,0.479952987,32.8181334
LN16,Col0,Control,4,419.4859411,659.968,0.047130052,0.424827177,0.328859636,0.543410879,39.25663305
LN17,C24,Control,4,218.7143414,302.2592,0.079402627,0.560716151,0.31546369,0.368205413,24.69721352
LN8,Can,Salt,4,155.924974,175.7568,0.090842827,0.476241676,0.325903712,0.796467506,13.02177554
LN15,Te,Salt,4,320.2248513,475.904,0.05832022,0.412295682,0.220202293,0.517982257,28.11882733
LN12,Ler,Salt,4,117.5920565,202.88,0.18437122,0.698699581,0.441973443,0.828068358,10.39356467
LN14,Rsch,Salt,4,160.1237965,194.6112,0.095381893,0.393845197,0.442389849,0.849701601,19.39700079
LN11,Cvi,Salt,4,109.8599124,113.6256,0.118306214,0.453695186,0.49331963,0.823026382,11.30472006
LN13,Nd,Salt,4,125.6175574,112.2432,0.089385941,0.329290274,0.389210878,0.842431066,14.36902726
LN10,Col0,Salt,4,182.7406506,224.6016,0.084518616,0.482657131,0.232980894,0.740340119,16.63235881
LN9,Co,Salt,4,242.4370655,319.1936,0.06824424,0.607256788,0.260030472,0.568594096,25.69322693
LN16,Col0,Salt,4,212.2272764,245.2992,0.06843899,0.368311808,0.29829445,0.747299128,22.08307243
LN17,C24,Salt,4,252.0343063,315.0848,0.062332995,0.492103474,0.216002502,0.427169741,29.73878778
LN13,Nd,Control,4,161.8241831,181.8624,0.087270193,0.478448276,0.479501642,0.903637474,16.46452703
LN14,Rsch,Control,4,256.4460814,409.1648,0.07818366,0.415320852,0.271004163,0.534012248,22.22461365
LN10,Col0,Control,4,210.4974872,297.6128,0.084404896,0.41156583,0.286238379,0.699580053,19.65369231
LN12,Ler,Control,4,200.2508264,400.6912,0.125565704,0.578953209,0.262841178,0.701915657,12.53826987
LN16,Col0,Control,4,220.4790514,291.7376,0.075416714,0.42731261,0.246726279,0.444102276,21.58792559
LN8,Can,Control,4,154.8230056,193.728,0.101562006,0.548190807,0.25084383,0.476442873,11.65629336
LN15,Te,Control,4,372.422057,609.0368,0.055180116,0.411764197,0.291556309,0.60257179,24.21474958
LN11,Cvi,Control,4,133.9991215,125.2096,0.087628139,0.376158431,0.30866058,0.570343137,20.80576569
LN17,C24,Control,4,283.155853,544.9472,0.085410881,0.539895506,0.146059455,0.54428646,25.37816508
LN9,Co,Control,4,268.3997897,384.9728,0.067154569,0.550812226,0.243835616,0.473119455,28.18200559
LN17,C24,Salt,4,250.000598,341.4528,0.06865283,0.441005803,0.237959357,0.593266697,25.30821712
